drug_name,section_name,subsection_name,gpt4_output
APTIOM,adverse reactions,"Table 3: Adverse Reactions Incidence in Pooled Controlled Clinical Trials of Adjunctive Therapy in Adults (Events >=2% of Patients in the APTIOM 800 mg or 1200 mg Dose Group and More Frequent Than in the Placebo Group) Placebo APTIOM 800 mg 1200 mg (N=426) % (N=415) % (N=410) % Ear and labyrinth disorders Vertigo <1 2 6 Eye disorders Diplopia Blurred vision Visual impairment 211 962 1151 Gastrointestinal disorders Nausea Vomiting Diarrhea Constipation Abdominal pain Gastritis 53311<1 1064222 1610222<1 General disorders and administration site conditions Fatigue Asthenia Gait disturbance Peripheral edema 42<11 4222 7321 Infections and Infestations Urinary tract infections 1 2 2 Injury, poisoning and procedural complications Fall 1 3 1 Metabolism and nutrition disorders Hyponatremia <1 2 2 Nervous system disorders Dizziness Somnolence Headache Ataxia Balance disorder Tremor Dysarthria Memory impairment Nystagmus 9892<110<1<1 201113432111 281815634222 Psychiatric disorders Depression Insomnia 21 12 32 Respiratory, thoracic and mediastinal disorders Cough 1 2 1 Skin and subcutaneous tissue disorders Rash 1 1 3 Vascular disorders Hypertension 1 1 2 Other Adverse Reactions with APTIOM Use","decreases in hemoglobin, decreases in hematocrit, increases in total cholesterol, increases in triglycerides, increases in LDL, increases in creatine phosphokinase"
APTIOM,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"Suicidal Behavior and Ideation, Serious Dermatologic Reactions, Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS), Anaphylactic Reactions, Angioedema, Hyponatremia, dizziness, disturbance in gait and coordination, somnolence, fatigue, cognitive dysfunction, visual changes, increased seizure frequency, status epilepticus, Drug Induced Liver Injury, jaundice"
APTIOM,warnings and precautions,5.1 Suicidal Behavior and Ideation,"suicidal thoughts, behavior, depression, unusual changes in mood, suicides"
APTIOM,warnings and precautions,5.2 Serious Dermatologic Reactions,"Serious dermatologic reactions, Stevens-Johnson Syndrome (SJS), toxic epidermal necrolysis (TEN)"
APTIOM,warnings and precautions,5.3 Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)/Multiorgan Hypersensitivity,"Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS), Multiorgan Hypersensitivity, fatal, life-threatening, fever, rash, lymphadenopathy, hepatitis, nephritis, hematological abnormalities, myocarditis, myositis, acute viral infection, Eosinophilia, hypersensitivity."
APTIOM,warnings and precautions,5.4 Anaphylactic Reactions and Angioedema,"anaphylaxis, angioedema, laryngeal edema, fatal"
APTIOM,warnings and precautions,5.5 Hyponatremia,"hyponatremia, serum sodium value less than 125 mEq/L, decreases in sodium values of more than 10 mEq/L, seizures, severe nausea/vomiting, dehydration, severe gait instability, injury, hospitalization, discontinuation of APTIOM, hypochloremia, malaise, headache, lethargy, confusion, irritability, muscle weakness/spasms, obtundation"
APTIOM,warnings and precautions,5.6 Neurological Adverse Reactions,"dizziness, ataxia, vertigo, balance disorder, gait disturbance, nystagmus, abnormal coordination, nausea, vomiting, somnolence, fatigue, asthenia, malaise, hypersomnia, sedation, lethargy, memory impairment, disturbance in attention, amnesia, confusional state, aphasia, speech disorder, slowness of thought, disorientation, psychomotor retardation, diplopia, blurred vision, impaired vision"
APTIOM,warnings and precautions,5.7 Withdrawal of AEDs,"increased seizure frequency, status epilepticus"
APTIOM,warnings and precautions,5.8 Drug Induced Liver Injury,"mild to moderate elevations in transaminases, rare cases with concomitant elevations of total bilirubin, severe liver injury, jaundice, significant liver injury"
APTIOM,warnings and precautions,5.9 Abnormal Thyroid Function Tests,"Dose-dependent decreases in serum T3 and T4 (free and total), abnormal thyroid function tests"
DUAVEE,adverse reactions,6 ADVERSE REACTIONS,"muscle spasms, nausea, diarrhea, dyspepsia, abdominal pain upper, oropharyngeal pain, dizziness, neck pain"
DUAVEE,adverse reactions,6.1 Clinical Trials Experience,"adverse reaction rates, adverse reactions, all-cause mortality, serious adverse reactions, withdrew from treatment due to adverse reactions, hot flush, abdominal pain upper, nausea"
DUAVEE,adverse reactions,"Table 1: Adverse Reactions (Incidence >= 5%) More Common in the DUAVEE Treatment Group in Placebo-controlled Trials DUAVEE (N=1224)n (%) Placebo (N=1069)n (%) Gastrointestinal disorders Nausea 100 (8) 58 (5) Diarrhea 96 (8) 57 (5) Dyspepsia 84 (7) 59 (6) Abdominal pain upper 81 (7) 58 (5) Musculoskeletal and connective tissue disorders Muscle spasms 110 (9) 63 (6) Neck pain 62 (5) 46 (4) Nervous system disorders Dizziness 65 (5) 37 (3) Respiratory, thoracic, and mediastinal disorders Oropharyngeal pain 80 (7) 61 (6) Venous thromboembolism : In the clinical studies with DUAVEE, the reporting rates for venous thromboembolism (deep venous thrombosis, pulmonary embolism, and retinal vein thrombosis) were low in all treatment groups. Adverse reactions of venous thromboembolism were reported in 0.0% of patients treated with DUAVEE and 0.1% of patients treated with placebo. Due to the low rate of events in both groups, it is not possible to conclude that the risk of venous thromboembolism with DUAVEE is different from that seen with other estrogen therapies [see Warnings and Precautions (5.2) ] .","If the input text is ""nan,"" it implies that it's either not available or there may have been a mistake in providing the text. Without an actual excerpt of a drug label, I can't extract any adverse drug event terms. Please provide the excerpt so I can assist you with the task."
DUAVEE,boxed warnings,"BOXED WARNING: WARNING: ENDOMETRIAL CANCER, CARDIOVASCULAR DISORDERS, AND PROBABLE DEMENTIA","If the input provided is ""nan,"" which typically signifies ""not a number"" or could mean 'not applicable' or 'not available,' then there is no excerpt to analyze, and therefore no adverse drug event terms can be provided. If you intended to provide an excerpt from a drug label for analysis, please provide the actual text."
DUAVEE,boxed warnings,"WARNING: ENDOMETRIAL CANCER, CARDIOVASCULAR DISORDERS, AND PROBABLE DEMENTIA","endometrial cancer, endometrial hyperplasia, abnormal genital bleeding, stroke, deep vein thrombosis (DVT), probable dementia"
DUAVEE,boxed warnings,"EXCERPT: WARNING: ENDOMETRIAL CANCER, CARDIOVASCULAR DISORDERS, AND PROBABLE DEMENTIA","increased risk of endometrial cancer, stroke, deep vein thrombosis (DVT), probable dementia"
DUAVEE,boxed warnings,BOXED WARNING:,"cancer of the uterus, unusual vaginal bleeding, cancer of the breast, liver problems, bleeding disorder, nauseavomiting, breast tenderness, dizziness, abdominal pain, feeling tired, vaginal bleeding, blood clots, stroke, heart attack, breast cancer, cancer of the ovary, dementia, gallbladder problems, loss of vision, high blood pressure, increased fats in your blood, liver problems, thyroid problems, fluid retention, low calcium, swelling of your mouth or tongue, worsening of asthma, worsening of diabetes, worsening of epilepsy, migraines, porphyria, lupus, muscle spasms, nausea, diarrhea, upset stomach, abdominal pain, throat pain, dizziness, neck pain"
DUAVEE,boxed warnings,LAB-0583-1.0,This task cannot be completed without the excerpt of the drug label in question. Please provide the excerpt containing the adverse drug event terms.
DUAVEE,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"cardiovascular disorders, venous thromboembolism, pulmonary embolism, stroke, retinal vascular thrombosis, malignant neoplasms, endometrial cancer, breast cancer, ovarian cancer, gallbladder disease, loss of vision, severe hypertriglyceridemia, cholestatic jaundice"
DUAVEE,warnings and precautions,"5.1 Drugs Containing Progestins, Estrogens or Estrogen Agonist/Antagonists","conjugated estrogens, bazedoxifene, estrogen agonist/antagonist, progestins, additional estrogens, additional estrogen agonist/antagonists"
DUAVEE,warnings and precautions,5.2 Cardiovascular Disorders,"venous thromboembolism, VTE, stroke, deep vein thrombosis, DVT, pulmonary embolism, PE, coronary heart disease, CHD, nonfatal myocardial infarction, silent myocardial infarction, CHD death"
DUAVEE,warnings and precautions,5.3 Malignant Neoplasms,"endometrial cancer, unopposed estrogen therapy, endometrial hyperplasia, abnormal genital bleeding, invasive breast cancer, abnormal mammograms, ovarian cancer."
DUAVEE,warnings and precautions,5.4 Probable Dementia,probable dementia
DUAVEE,warnings and precautions,5.5 Gallbladder Disease,gallbladder disease requiring surgery
DUAVEE,warnings and precautions,5.6 Visual Abnormalities,"Retinal vascular thrombosis, loss of vision, proptosis, diplopia, migraine, papilledema, retinal vascular lesions"
DUAVEE,warnings and precautions,5.7 Elevated Blood Pressure,"substantial increases in blood pressure, idiosyncratic reactions"
DUAVEE,warnings and precautions,5.8 Hypertriglyceridemia,"pre-existing hypertriglyceridemia, elevations of plasma triglycerides, pancreatitis"
DUAVEE,warnings and precautions,5.9 Hepatic Impairment and Past History of Cholestatic Jaundice,"impaired liver function, cholestatic jaundice, poorly metabolized, hepatic impairment"
DUAVEE,warnings and precautions,5.10 Hypothyroidism,increased thyroid-binding globulin (TBG) levels
DUAVEE,warnings and precautions,5.11 Fluid Retention,"fluid retention, cardiac dysfunction, renal impairment"
DUAVEE,warnings and precautions,5.12 Hypocalcemia,estrogen-induced hypocalcemia
DUAVEE,warnings and precautions,5.13 Hereditary Angioedema,"exacerbate, angioedema"
DUAVEE,warnings and precautions,5.14 Exacerbation of Other Conditions,"asthma, diabetes mellitus, epilepsy, migraine, porphyria, systemic lupus erythematosus, hepatic hemangiomas"
DUAVEE,warnings and precautions,5.15 Premenopausal Women,"premenopausal use, efficacy, safety"
DUAVEE,warnings and precautions,5.16 Laboratory Tests,moderate to severe vasomotor symptoms
DUAVEE,warnings and precautions,5.17 Drug-Laboratory Test Interactions,"accelerated prothrombin time, partial thromboplastin time, platelet aggregation time, increased platelet count, decreased levels of antifactor Xa, decreased antithrombin III, decreased antithrombin III activity, increased thyroid-binding globulin (TBG), decreased T3 resin uptake, increased plasminogen antigen and activity, impaired glucose tolerance"
KALYDECO,adverse reactions,6 ADVERSE REACTIONS,"Transaminase Elevations, headache, oropharyngeal pain, upper respiratory tract infection, nasal congestion, abdominal pain, nasopharyngitis, diarrhea, rash, nausea, dizziness"
KALYDECO,adverse reactions,6.1 Clinical Trials Experience,"abdominal pain, increased hepatic enzymes, hypoglycemia, headache, upper respiratory tract infection, nasal congestion, nausea, rash, rhinitis, dizziness, arthralgia, bacteria in sputum"
KALYDECO,adverse reactions,Table 2: Incidence of Adverse Drug Reactions in >=8% of KALYDECO-Treated Patients with a G551D Mutation in the CFTR Gene and Greater than Placebo in 2 Placebo-Controlled Phase 3 Clinical Trials of 48 Weeks Duration Adverse Reaction(Preferred Term) Incidence: Pooled 48-Week Trials KALYDECON=109n (%) PlaceboN=104n (%) Headache 26 (24) 17 (16) Oropharyngeal pain 24 (22) 19 (18) Upper respiratory tract infection 24 (22) 14 (14) Nasal congestion 22 (20) 16 (15) Abdominal pain 17 (16) 13 (13) Nasopharyngitis 16 (15) 12 (12) Diarrhea 14 (13) 10 (10) Rash 14 (13) 7 (7) Nausea 13 (12) 11 (11) Dizziness 10 (9) 1 (1) Adverse reactions in the 48-week clinical trials that occurred in the KALYDECO group at a frequency of 4 to 7% where rates exceeded that in the placebo group include:,"rhinitis, aspartate aminotransferase increased, bacteria in sputum, blood glucose increased, hepatic enzyme increased, arthralgia, musculoskeletal chest pain, myalgia, sinus headache, pharyngeal erythema, pleuritic pain, sinus congestion, wheezing, acne, elevated transaminases"
KALYDECO,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"Elevated transaminases, transaminase elevations, increased transaminase levels, cataracts, Non-congenital lens opacities"
KALYDECO,warnings and precautions,5.1 Transaminase (ALT or AST) Elevations,"Elevated transaminases, increased transaminase levels"
KALYDECO,warnings and precautions,5.2 Concomitant Use with CYP3A Inducers,reduced therapeutic effectiveness
KALYDECO,warnings and precautions,5.3 Cataracts,"non-congenital lens opacities, cataracts"
AMYVID,adverse reactions,6 ADVERSE REACTIONS,"headache, musculoskeletal pain, blood pressure increased, fatigue, nausea, injection site reaction"
AMYVID,adverse reactions,6.1 Clinical Trials Experience,"serious adverse reactions, adverse reactions"
AMYVID,adverse reactions,"Table 2: Adverse Reactions Reported in Clinical Trials (N=555 patients) a Includes the terms blood pressure increased and hypertension. b Includes the terms injection site haemorrhage, injection site irritation, and injection site pain. c Includes the terms feeling cold and chills. Adverse Reactions N (Percent of patients) Headache 10 (1.8%) Musculoskeletal pain 4 (0.7%) Blood pressure increased a 4 (0.7%) Nausea 4 (0.7%) Fatigue 3 (0.5%) Injection site reaction b 3 (0.5%) Anxiety 2 (0.4%) Back pain 2 (0.4%) Claustrophobia 2 (0.4%) Dizziness 2 (0.4%) Feeling cold c 2 (0.4%) Insomnia 2 (0.4%) Neck pain 2 (0.4%) Other adverse reactions occurred at lower frequencies and included infusion site rash, dysgeusia, pruritis, urticaria, and flushing.","If the input text is ""nan"", which typically represents ""not a number"" or is indicative of missing data, then there is no text to analyze for adverse drug event terms. Therefore, I cannot provide a list of terms without an actual excerpt from a drug label."
AMYVID,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"Image interpretation errors, false negatives, radiation risk, cumulative radiation exposure, unintentional radiation exposure"
AMYVID,warnings and precautions,5.1 Risk for Image Misinterpretation and other Errors,"errors, extensive brain atrophy, motion artifacts"
AMYVID,warnings and precautions,5.2 Radiation Risk,"increased risk of cancer, unintentional radiation exposure"
TIVICAY,adverse reactions,6 ADVERSE REACTIONS,"Hypersensitivity reactions, Effects on serum liver biochemistries, Fat Redistribution, Immune Reconstitution Syndrome, insomnia, fatigue, headache"
TIVICAY,adverse reactions,6.1 Clinical Trials Experience in Adult Subjects,"adverse events, adverse drug reactions, efficacy and safety analyses, safety assessment, moderate to severe intensity"
TIVICAY,adverse reactions,"Table 2. Treatment-emergent Adverse Drug Reactions of at Least Moderate Intensity (Grades 2 to 4) and at Least 2% Frequency in Treatment-naive Subjects in SPRING-2 and SINGLE Trials (Week 96 Analysis) System Organ Class/ Preferred Term SPRING-2 SINGLE TIVICAY 50 mg Once Daily + 2 NRTIs (n = 403) Raltegravir 400 mg Twice Daily + 2 NRTIs(n = 405) TIVICAY 50 mg + EPZICOM Once Daily(n = 414) ATRIPLA Once Daily(n = 419) Psychiatric Insomnia <1% <1% 3% 2% Depression <1% <1% 1% 2% Abnormal dreams <1% <1% <1% 2% Nervous System Dizziness <1% <1% <1% 5% Headache <1% <1% 2% 2% Gastrointestinal Nausea 1% 1% <1% 3% Diarrhea <1% <1% <1% 2% Skin and Subcutaneous Tissue Rasha 0 <1% <1% 6% General Disorders Fatigue <1% <1% 2% 2% Ear and Labyrinth Vertigo 0 <1% 0 2% a Includes pooled terms: rash, rash generalized, rash macular, rash maculo-papular, rash pruritic, and drug eruption.","insomnia, adverse events leading to discontinuation, diarrhea, abdominal pain, abdominal discomfort, flatulence, upper abdominal pain, vomiting, hepatitis, myositis, suicidal ideation, attempt, behavior, or completion, renal impairment, pruritus"
